Exchange,Name,Root Ticker,Sector,SubSector,Listing Type,Date of TSX ListingYYYYMMDD,HQLocation,HQRegion
TSXV,Border Petroleum Limited,BOR,Oil & Gas,,,,AB,Canada
TSXV,BRS Resources Ltd.,BRS,Oil & Gas,,,,USA,USA
TSXV,Canada Energy Partners Inc.,CE,Oil & Gas,,Other,20061122,BC,Canada
TSXV,Canadian Spirit Resources Inc.,SPI,Oil & Gas,,RTO,,AB,Canada
TSXV,CGX Energy Inc.,OYL,Oil & Gas,,,,ON,Canada
TSXV,Claren Energy Corp.,CEN,Oil & Gas,,,,BC,Canada
TSXV,Cobra Venture Corporation,CBV,Oil & Gas,,,,BC,Canada
TSXV,Crown Point Energy Inc.,CWV,Oil & Gas,,,,BC,Canada
TSXV,CruzSur Energy Corp.,CZR,Oil & Gas,,RTO,,BC,Canada
TSXV,Cub Energy Inc.,KUB,Oil & Gas,,RTO,20080908,USA,USA
TSXV,Cuda Oil and Gas Inc.,CUDA,Oil & Gas,,,19970331,AB,Canada
TSXV,Doxa Energy Ltd.,DXA,Oil & Gas,,QT,20091005,USA,USA
TSXV,East West Petroleum Corp.,EW,Oil & Gas,,,,BC,Canada
TSXV,Eco (Atlantic) Oil & Gas Ltd.,EOG,Oil & Gas,,RTO,20071106,ON,Canada
TSXV,Emerald Bay Energy Inc.,EBY,Oil & Gas,,,,AB,Canada
TSXV,Esrey Resources Ltd.,ESR,Oil & Gas,,RTO,,BC,Canada
TSXV,Falcon Oil & Gas Ltd.,FO,Oil & Gas,,RTO,19820216,Ireland,UK/Europe
TSXV,Fortem Resources Inc.,FTM,Oil & Gas,,Other,20180823,AB,Canada
TSXV,GEN III Oil Corporation,GIII,Oil & Gas,,RTO from NEX,,BC,Canada
TSXV,Goldeneye Resources Corp.,GOE,Oil & Gas,,QT,20110707,BC,Canada
TSXV,Greenfields Petroleum Corporation,GNF,Oil & Gas,,IPO,20101116,USA,USA
TSXV,Guardian Exploration Inc.,GX,Oil & Gas,,Other,20060512,AB,Canada
TSXV,Hemisphere Energy Corporation,HME,Oil & Gas,,,,BC,Canada
TSXV,Highwood Oil Company Ltd.,HOCL,Oil & Gas,,QT,20180402,AB,Canada
TSXV,Hillcrest Petroleum Ltd.,HRH,Oil & Gas,,IPO,20110322,BC,Canada
TSXV,Horizon Petroleum Ltd.,HPL,Oil & Gas,,,,AB,Canada
TSXV,Hunter Oil Corp.,HOC,Oil & Gas,,,,USA,USA
TSXV,Huntington Exploration Inc.,HEI,Oil & Gas,,,,AB,Canada
TSXV,International Frontier Resources Corp.,IFR,Oil & Gas,,,,AB,Canada
TSXV,Jadestone Energy Inc.,JSE,Oil & Gas,,RTO,20081112,Singapore,Asia
TSXV,Jaguar Resources Inc.,JRI,Oil & Gas,,QT,20120503,AB,Canada
TSXV,Jericho Oil Corporation,JCO,Oil & Gas,,IPO,20120529,BC,Canada
TSXV,Jura Energy Corporation,JEC,Oil & Gas,,TSX Comedown,20160901,AB,Canada
TSXV,KFG Resources Ltd.,KFG,Oil & Gas,,,19941221,USA,USA
TSXV,Leucrotta Exploration Inc.,LXE,Oil & Gas,,Other,20140819,AB,Canada
TSXV,Madalena Energy Inc.,MVN,Oil & Gas,,Other,20070216,AB,Canada
TSXV,Magnolia Colombia Ltd.,MCO,Oil & Gas,,,,ON,Canada
TSXV,Margaux Resources Ltd.,MRL,Oil & Gas,,QT,20110118,AB,Canada
TSXV,Marksmen Energy Inc.,MAH,Oil & Gas,,,,AB,Canada
TSXV,Metalore Resources Limited,MET,Oil & Gas,,TSX Comedown,20161114,ON,Canada
TSXV,Molori Energy Inc.,MOL,Oil & Gas,,RTO,20070226,BC,Canada
TSXV,New Zealand Energy Corp.,NZ,Oil & Gas,,IPO,20110804,BC,Canada
TSXV,Oracle Energy Corp.,OEC,Oil & Gas,,,,BC,Canada
TSXV,Orca Exploration Group Inc.,ORC,Oil & Gas,,,,Tanzania,Africa
TSXV,Paleo Resources Inc.,PRE,Oil & Gas,,,,AB,Canada
TSXV,Pan Orient Energy Corp.,POE,Oil & Gas,,RTO,,AB,Canada
TSXV,Pennine Petroleum Corporation,PNN,Oil & Gas,,Other,20070105,AB,Canada
TSXV,Perisson Petroleum Corporation,POG,Oil & Gas,,Other,20160721,AB,Canada
TSXV,Petrodorado Energy Ltd.,PDQ,Oil & Gas,,QT,20060328,AB,Canada
TSXV,PetroFrontier Corp.,PFC,Oil & Gas,,QT,20100721,AB,Canada
TSXV,Petrolympic Ltd.,PCQ,Oil & Gas,,QT,20060912,ON,Canada
TSXV,PetroShale Inc.,PSH,Oil & Gas,,,,AB,Canada
TSXV,PetroTal Corp.,TAL,Oil & Gas,,,,USA,USA
TSXV,Petro-Victory Energy Corp.,VRY,Oil & Gas,,IPO,20140724,British Virgin Islands,Other
TSXV,Petrox Resources Corp.,PTC,Oil & Gas,,QT,20111222,AB,Canada
TSXV,Phoenix Canada Oil Company Limited,PCO,Oil & Gas,,,,ON,Canada
TSXV,Pieridae Energy Limited,PEA,Oil & Gas,,RTO,20050216,AB,Canada
TSXV,Pinedale Energy Limited,MCF,Oil & Gas,,Other,20170602,BC,Canada
TSXV,Pipestone Energy Corp.,PIPE,Oil & Gas,,RTO,20090714,AB,Canada
TSXV,Point Loma Resources Ltd.,PLX,Oil & Gas,,RTO,20110927,AB,Canada
TSXV,Primeline Energy Holdings Inc.,PEH,Oil & Gas,,,19950714,China,Asia
TSXV,Prospera Energy Inc.,PEI,Oil & Gas,,,,AB,Canada
TSXV,Pulse Oil Corp.,PUL,Oil & Gas,,QT from NEX,20130828,BC,Canada
TSXV,Razor Energy Corp.,RZE,Oil & Gas,,QT from NEX,20111114,AB,Canada
TSXV,Reconnaisance Energy Africa Ltd.,RECO,Oil & Gas,,RTO,,UK,UK/Europe
TSXV,Renaissance Oil Corp.,ROE,Oil & Gas,,RTO,20111103,BC,Canada
TSXV,Return Energy Inc.,RTN,Oil & Gas,,Other,20060531,AB,Canada
TSXV,Royal Helium Ltd.,RHC,Oil & Gas,,IPO,20140320,ON,Canada
TSXV,Sahara Energy Ltd.,SAH,Oil & Gas,,QT,20050518,AB,Canada
TSXV,Samoth Oilfield Inc.,SCD,Oil & Gas,,QT,20061220,AB,Canada
TSXV,Saturn Oil & Gas Inc.,SOIL,Oil & Gas,,,,BC,Canada
TSXV,ShaMaran Petroleum Corp.,SNM,Oil & Gas,,,,BC,Canada
TSXV,Simba Essel Energy Inc.,SMB,Oil & Gas,,,,BC,Canada
TSXV,Sintana Energy Inc.,SEI,Oil & Gas,,RTO from NEX,,AB,Canada
TSXV,Softrock Minerals Ltd.,SFT,Oil & Gas,,,,AB,Canada
TSXV,Sonoro Energy Ltd.,SNV,Oil & Gas,,QT,20001129,AB,Canada
TSXV,Southern Energy Corp.,SOU,Oil & Gas,,RTO,20090406,AB,Canada
TSXV,Stamper Oil & Gas Corp.,STMP,Oil & Gas,,,,BC,Canada
TSXV,Strata-X Energy Ltd.,SXE,Oil & Gas,,QT,20101203,USA,USA
TSXV,Strikewell Energy Corp.,SKK,Oil & Gas,,,,BC,Canada
TSXV,Summus Solutions N.V.,SS,Oil & Gas,,,,BC,Canada
TSXV,Sunset Pacific Petroleum Ltd.,SPK,Oil & Gas,,,,BC,Canada
TSXV,Synstream Energy Corp.,SHM,Oil & Gas,,QT,20071030,AB,Canada
TSXV,Tenth Avenue Petroleum Corp.,TPC,Oil & Gas,,QT,20050324,AB,Canada
TSXV,Terrace Energy Corp.,TZR,Oil & Gas,,QT,20070716,BC,Canada
TSXV,Tower Resources Ltd.,TWR,Oil & Gas,,,,BC,Canada
TSXV,Traverse Energy Ltd.,TVL,Oil & Gas,,,,AB,Canada
TSXV,United Hunter Oil & Gas Corp.,UHO,Oil & Gas,,QT,20080729,ON,Canada
TSXV,Vital Energy Inc.,VUX,Oil & Gas,,RTO,20070208,AB,Canada
TSXV,Volt Energy Corp.,VOLT,Oil & Gas,,,,BC,Canada
TSXV,Wescan Energy Corp.,WCE,Oil & Gas,,,,AB,Canada
TSXV,Wilton Resources Inc.,WIL,Oil & Gas,,QT,20090805,AB,Canada
TSXV,XXL Energy Corp.,XL,Oil & Gas,,,,BC,Canada
TSXV,Yorkton Ventures Inc.,YVI,Oil & Gas,,QT,20101229,AB,Canada
TSXV,Zenith Energy Ltd.,ZEE,Oil & Gas,,QT,20080410,AB,Canada
TSXV,Macro Enterprises Inc.,MCR,Utilities & Pipelines,Energy Services,QT,,AB,Canada
TSXV,CF Energy Corp.,CFY,Utilities & Pipelines,,Other,20080204,China,Asia
TSXV,1911 Gold Corporation,AUMB,Mining,,Other,20180725,BC,Canada
TSXV,92 Resources Corp.,NTY,Mining,,IPO,20100315,BC,Canada
TSXV,A.I.S. Resources Limited,AIS,Mining,,,,BC,Canada
TSXV,Abacus Mining & Exploration Corporation,AME,Mining,,,,BC,Canada
TSXV,Abcourt Mines Inc.,ABI,Mining,,,,Quebec,Canada
TSXV,Aben Resources Ltd.,ABN,Mining,,,,BC,Canada
TSXV,Abitibi Royalties Inc.,RZZ,Mining,,Other,20110715,Quebec,Canada
TSXV,Abraplata Resource Corp.,ABRA,Mining,,RTO from NEX,,BC,Canada
TSXV,Academy Metals Inc.,AM,Mining,,QT,20070528,BC,Canada
TSXV,Adamera Minerals Corp.,ADZ,Mining,,,,BC,Canada
TSXV,Adex Mining Inc.,ADE,Mining,,Other,20070716,ON,Canada
TSXV,Advance Gold Corp.,AAX,Mining,,QT,20070925,BC,Canada
TSXV,Advantage Lithium Corp.,AAL,Mining,,QT from NEX,20071030,BC,Canada
TSXV,Adventus Mining Corporation,ADZN,Mining,,IPO,20170209,ON,Canada
TSXV,Aethon Minerals Corporation,AET,Mining,,QT from NEX,20120426,ON,Canada
TSXV,AEX Gold Inc.,AEX,Mining,,IPO,20170713,ON,Canada
TSXV,Affinity Metals Corp.,AFF,Mining,,,,BC,Canada
TSXV,African Gold Group Inc.,AGG,Mining,,,,ON,Canada
TSXV,Aguila American Gold Limited,AGL,Mining,,,,BC,Canada
TSXV,Alba Minerals Ltd.,AA,Mining,,,,BC,Canada
TSXV,Albert Mining Inc.,AIIM,Mining,,,,Quebec,Canada
TSXV,Aldebaran Resources Inc.,ALDE,Mining,,Other,20181102,BC,Canada
TSXV,Aldever Resources Inc.,ALD,Mining,,,,BC,Canada
TSXV,Algold Resources Ltd.,ALG,Mining,,QT,20111123,Quebec,Canada
TSXV,Alianza Minerals Ltd.,ANZ,Mining,,QT,20060301,BC,Canada
TSXV,Allegiant Gold Ltd.,AUAU,Mining,,Other,20180130,BC,Canada
TSXV,Alliance Mining Corp.,ALM,Mining,,Other,20120127,BC,Canada
TSXV,Almadex Minerals Ltd.,DEX,Mining,,Other,20180525,BC,Canada
TSXV,Aloro Mining Corp.,AORO,Mining,,IPO,20080317,BC,Canada
TSXV,Alpha Lithium Corporation,ALLI,Mining,,RTO,20100527,BC,Canada
TSXV,Alphamin Resources Corp.,AFM,Mining,,,,Mauritius,Africa
TSXV,Altai Resources Inc.,ATI,Mining,,,,ON,Canada
TSXV,Altair Resources Inc.,AVX,Mining,,QT,20060802,BC,Canada
TSXV,Altamira Gold Corp.,ALTA,Mining,,,,BC,Canada
TSXV,Altan Nevada Minerals Limited,ANE,Mining,,QT,20090924,BC,Canada
TSXV,Altiplano Metals Inc.,APN,Mining,,IPO,20110202,AB,Canada
TSXV,Alto Ventures Ltd.,ATV,Mining,,,,BC,Canada
TSXV,Alturas Minerals Corp.,ALT,Mining,,RTO,20050624,Peru,Latin America
TSXV,Altus Strategies PLC,ALTS,Mining,,Other,20180606,UK,UK/Europe
TSXV,ALX Uranium Corp.,AL,Mining,,QT,20080507,BC,Canada
TSXV,AM Resources Corp.,AMR,Mining,,RTO,20080430,Quebec,Canada
TSXV,Amarc Resources Ltd.,AHR,Mining,,,,BC,Canada
TSXV,Amarillo Gold Corporation,AGC,Mining,,,,BC,Canada
TSXV,American Creek Resources Ltd.,AMK,Mining,,Other,20060906,AB,Canada
TSXV,American CuMo Mining Corporation,MLY,Mining,,,,BC,Canada
TSXV,American Lithium Corp.,LI,Mining,,,,BC,Canada
TSXV,American Manganese Inc.,AMY,Mining,,,,BC,Canada
TSXV,Amex Exploration Inc.,AMX,Mining,,,,Quebec,Canada
TSXV,Amilot Capital Inc.,TOM,Mining,,RTO from NEX,,ON,Canada
TSXV,Anconia Resources Corp.,ARA,Mining,,RTO from NEX,,ON,Canada
TSXV,Anfield Energy Inc.,AEC,Mining,,Other,20110411,USA,USA
TSXV,Angel Gold Corp.,ANG,Mining,,,,BC,Canada
TSXV,Angkor Resources Corp.,ANK,Mining,,QT,20101105,AB,Canada
TSXV,Antioquia Gold Inc.,AGD,Mining,,Other,20080805,AB,Canada
TSXV,Antler Gold Inc.,ANTL,Mining,,QT,20160912,NS,Canada
TSXV,Apex Resources Inc.,APX,Mining,,,19890615,BC,Canada
TSXV,Arbor Metals Corp.,ABR,Mining,,IPO,20121024,BC,Canada
TSXV,Archon Minerals Limited,ACS,Mining,,,,BC,Canada
TSXV,ArcPacific Resources Corp.,ACP,Mining,,IPO,20130619,BC,Canada
TSXV,Arctic Star Exploration Corp.,ADD,Mining,,,,BC,Canada
TSXV,Arcus Development Group Inc.,ADG,Mining,,Other,20071023,BC,Canada
TSXV,ArcWest Exploration Inc.,AWX,Mining,,QT,20120518,BC,Canada
TSXV,Arena Minerals Inc.,AN,Mining,,,,ON,Canada
TSXV,Argentina Lithium & Energy Corp.,LIT,Mining,,,,BC,Canada
TSXV,Argentum Silver Corp.,ASL,Mining,,QT from NEX,20071025,BC,Canada
TSXV,Arianne Phosphate Inc.,DAN,Mining,,,20090703,Quebec,Canada
TSXV,Arizona Metals Corp.,AMC,Mining,,QT,20180312,ON,Canada
TSXV,Arizona Silver Exploration Inc.,AZS,Mining,,QT from NEX,20111116,BC,Canada
TSXV,Armor Minerals Inc.,A,Mining,,IPO,20080129,BC,Canada
TSXV,Arrowstar Resources Ltd.,AWS,Mining,,,,BC,Canada
TSXV,Ashanti Gold Corp.,AGZ,Mining,,,,BC,Canada
TSXV,Ashanti Sankofa Inc.,ASI,Mining,,,,BC,Canada
TSXV,AsiaBaseMetals Inc.,ABZ,Mining,,Other,20091103,BC,Canada
TSXV,Asian Mineral Resources Limited,ASN,Mining,,,,ON,Canada
TSXV,Aston Bay Holdings Ltd.,BAY,Mining,,QT,20110601,USA,USA
TSXV,Astorius Resources Ltd.,ASQ,Mining,,QT,20080108,BC,Canada
TSXV,ATAC Resources Ltd.,ATC,Mining,,,,BC,Canada
TSXV,ATEX Resources Inc.,ATX,Mining,,,,BC,Canada
TSXV,Athabasca Minerals Inc.,ABM,Mining,,QT,20060213,AB,Canada
TSXV,Atico Mining Corporation,ATY,Mining,,IPO,20120312,BC,Canada
TSXV,Atlanta Gold Inc.,ATG,Mining,,TSX Comedown,20091026,ON,Canada
TSXV,Aton Resources Inc.,AAN,Mining,,QT,20080821,ON,Canada
TSXV,Aura Resources Inc.,AUU,Mining,,Other,20051219,ON,Canada
TSXV,Auramex Resource Corp.,AUX,Mining,,,,BC,Canada
TSXV,Aurania Resources Ltd.,ARU,Mining,,IPO,20130417,ON,Canada
TSXV,Aurcana Corporation,AUN,Mining,,,,BC,Canada
TSXV,AurCrest Gold Inc.,AGO,Mining,,,,ON,Canada
TSXV,Aurelius Minerals Inc.,AUL,Mining,,QT,20080402,BC,Canada
TSXV,Aurex Energy Corp.,AURX,Mining,,QT,20110117,SK,Canada
TSXV,Aurion Resources Ltd.,AU,Mining,,IPO,20081003,BC,Canada
TSXV,Austin Resources Ltd.,AUT,Mining,,QT,20100517,ON,Canada
TSXV,Austral Gold Limited,AGLD,Mining,,Other,20160822,Argentina,Latin America
TSXV,Avidian Gold Corp.,AVG,Mining,,QT from NEX,20141119,ON,Canada
TSXV,Avrupa Minerals Ltd.,AVU,Mining,,QT,20080902,BC,Canada
TSXV,Awale Resources Limited,ARIC,Mining,,QT,20160414,BC,Canada
TSXV,AXMIN Inc.,AXM,Mining,,,,ON,Canada
TSXV,Azarga Metals Corp.,AZR,Mining,,,,BC,Canada
TSXV,Azimut Exploration Inc.,AZM,Mining,,,,Quebec,Canada
TSXV,Azincourt Energy Corp.,AAZ,Mining,,IPO,20120501,BC,Canada
TSXV,Aztec Minerals Corp.,AZT,Mining,,IPO,20170502,BC,Canada
TSXV,Azucar Minerals Ltd.,AMZ,Mining,,RTO,20150814,BC,Canada
TSXV,Bankers Cobalt Corp.,BANC,Mining,,IPO,20100217,BC,Canada
TSXV,Banyan Gold Corp.,BYN,Mining,,QT,20110125,AB,Canada
TSXV,Bard Ventures Ltd.,CBS,Mining,,,,BC,Canada
TSXV,Barker Minerals Ltd.,BML,Mining,,,,BC,Canada
TSXV,Barkerville Gold Mines Ltd.,BGM,Mining,,,,BC,Canada
TSXV,Barksdale Capital Corp.,BRO,Mining,,,,BC,Canada
TSXV,Baroyeca Gold & Silver Inc.,BGS,Mining,,IPO,20101215,BC,Canada
TSXV,Barrian Mining Corp.,BARI,Mining,,IPO,20190424,BC,Canada
TSXV,Barsele Minerals Corp.,BME,Mining,,Other,20150929,BC,Canada
TSXV,Batero Gold Corp.,BAT,Mining,,QT,20090206,BC,Canada
TSXV,Bayhorse Silver Inc.,BHS,Mining,,Other,20060830,BC,Canada
TSXV,BCM Resources Corporation,B,Mining,,Other,20060927,BC,Canada
TSXV,Bear Creek Mining Corporation,BCM,Mining,,,,BC,Canada
TSXV,Bearclaw Capital Corp.,BRL,Mining,,,,BC,Canada
TSXV,Bearing Lithium Corp.,BRZ,Mining,,Other,20110610,BC,Canada
TSXV,Beauce Gold Fields Inc.,BGF,Mining,,Other,20190204,Quebec,Canada
TSXV,Bell Copper Corporation,BCU,Mining,,Other,20080512,BC,Canada
TSXV,Belmont Resources Inc.,BEA,Mining,,,,BC,Canada
TSXV,BeMetals Corp.,BMET,Mining,,QT from NEX,20100324,BC,Canada
TSXV,Benchmark Metals Inc.,BNCH,Mining,,IPO,20121101,BC,Canada
TSXV,Benton Resources Inc.,BEX,Mining,,Other,20120801,ON,Canada
TSXV,Benz Mining Corp.,BZ,Mining,,QT,20120920,BC,Canada
TSXV,Berkwood Resources Ltd.,BKR,Mining,,,,BC,Canada
TSXV,Bessor Minerals Inc.,BST,Mining,,Other,20070920,BC,Canada
TSXV,Bitterroot Resources Ltd.,BTT,Mining,,,,BC,Canada
TSXV,Black Mammoth Metals Corporation,BMM,Mining,,Other,20051214,BC,Canada
TSXV,Blackheath Resources Inc.,BHR,Mining,,IPO,20120711,BC,Canada
TSXV,Blackrock Gold Corp.,BRC,Mining,,QT,20000720,BC,Canada
TSXV,Blind Creek Resources Ltd.,BCK,Mining,,Other,20110705,BC,Canada
TSXV,Blue Moon Zinc Corp.,MOON,Mining,,Other,20070607,BC,Canada
TSXV,Blue River Resources Ltd.,BXR,Mining,,IPO,20110826,BC,Canada
TSXV,Blue Sky Uranium Corp.,BSK,Mining,,QT,20060628,BC,Canada
TSXV,Blue Star Gold Corp.,BAU,Mining,,IPO,20100420,BC,Canada
TSXV,BlueBird Battery Metals Inc.,BATT,Mining,,IPO,20130410,BC,Canada
TSXV,Bluestone Resources Inc.,BSR,Mining,,,,BC,Canada
TSXV,Bold Ventures Inc.,BOL,Mining,,Other,20071029,ON,Canada
TSXV,Bonterra Resources Inc.,BTR,Mining,,IPO,20090204,BC,Canada
TSXV,Boreal Metals Corp.,BMX,Mining,,Other,20171121,BC,Canada
TSXV,Bravada Gold Corporation,BVA,Mining,,Other,20100504,BC,Canada
TSXV,Braveheart Resources Inc.,BHT,Mining,,IPO,20101229,ON,Canada
TSXV,Brixton Metals Corporation,BBB,Mining,,QT,20080808,BC,Canada
TSXV,Broadway Gold Mining Ltd.,BRD,Mining,,QT,20101214,BC,Canada
TSXV,Brunswick Resources Inc.,BRU,Mining,,QT,20070502,Quebec,Canada
TSXV,BTU Metals Corp.,BTU,Mining,,QT from NEX,20091015,BC,Canada
TSXV,Buffalo Coal Corp.,BUF,Mining,,TSX Comedown,20151218,South Africa,Africa
TSXV,BWR Exploration Inc,BWR,Mining,,IPO,20130404,ON,Canada
TSXV,Cabral Gold Inc.,CBR,Mining,,RTO from NEX,20150310,BC,Canada
TSXV,Cache Exploration Inc.,CAY,Mining,,QT,20080227,BC,Canada
TSXV,Cadillac Ventures Inc.,CDC,Mining,,Other,20090508,ON,Canada
TSXV,Calibre Mining Corp.,CXB,Mining,,,,BC,Canada
TSXV,Callinex Mines Inc.,CNX,Mining,,Other,20110714,BC,Canada
TSXV,Cameo Industries Corp.,CRU,Mining,,,19890424,BC,Canada
TSXV,Camino Minerals Corporation,COR,Mining,,Other,20100422,BC,Canada
TSXV,Camrova Resources Inc.,CAV,Mining,,TSX Comedown,20140317,BC,Canada
TSXV,Canada Carbon Inc.,CCB,Mining,,,,ON,Canada
TSXV,Canada Cobalt Works Inc.,CCW,Mining,,QT,20050822,BC,Canada
TSXV,Canada One Mining Corp.,CONE,Mining,,,,BC,Canada
TSXV,Canada Rare Earth Corp.,LL,Mining,,,,BC,Canada
TSXV,Canadian Energy Materials Corp.,CHEM,Mining,,Other,20100929,BC,Canada
TSXV,Canadian Orebodies Inc.,CORE,Mining,,Other,20170126,ON,Canada
TSXV,Canadian Premium Sand Inc.,CPS,Mining,,Other,20100405,ON,Canada
TSXV,Canaf Investments Inc.,CAF,Mining,,,,BC,Canada
TSXV,Canalaska Uranium Ltd.,CVV,Mining,,TSX Comedown,20131230,BC,Canada
TSXV,Canasil Resources Inc.,CLZ,Mining,,,,BC,Canada
TSXV,Candelaria Mining Corp.,CAND,Mining,,QT from NEX,20121108,BC,Canada
TSXV,Candente Gold Corp.,CDG,Mining,,TSX Comedown,20150727,BC,Canada
TSXV,Canex Metals Inc.,CANX,Mining,,,,AB,Canada
TSXV,CaNickel Mining Limited,CML,Mining,,TSX Comedown,20160205,BC,Canada
TSXV,Canoe Mining Ventures Corp.,CLV,Mining,,QT,20120327,ON,Canada
TSXV,Canstar Resources Inc.,ROX,Mining,,,19970305,ON,Canada
TSXV,Canterra Minerals Corporation,CTM,Mining,,,,BC,Canada
TSXV,Cantex Mine Development Corp.,CD,Mining,,,,BC,Canada
TSXV,Canuc Resources Corporation,CDA,Mining,,Other,20090827,ON,Canada
TSXV,Cardero Resource Corp.,CDU,Mining,,TSX Comedown,20160802,BC,Canada
TSXV,Cariboo Rose Resources Ltd.,CRB,Mining,,Other,20061204,BC,Canada
TSXV,Carlin Gold Corporation,CGD,Mining,,,,BC,Canada
TSXV,Cartier Resources Inc.,ECR,Mining,,QT,20061228,Quebec,Canada
TSXV,Carube Copper Corp.,CUC,Mining,,RTO,20110809,ON,Canada
TSXV,Casa Minerals Inc.,CASA,Mining,,QT from NEX,20111110,BC,Canada
TSXV,Cascadero Copper Corporation,CCD,Mining,,,,ON,Canada
TSXV,Castle Peak Mining Ltd.,CAP,Mining,,QT,20100309,BC,Canada
TSXV,CBLT Inc.,CBLT,Mining,,QT from NEX,20081007,ON,Canada
TSXV,Central Iron Ore Limited,CIO,Mining,,Other,20070601,Australia,Australia/NZ/PNG
TSXV,Central Timmins Exploration Corp.,CTEC,Mining,,IPO,20181016,ON,Canada
TSXV,Centurion Minerals Ltd.,CTN,Mining,Agriculture,Other,20061222,BC,Canada
TSXV,Century Metals Inc.,CMET,Mining,,IPO,20190612,ON,Canada
TSXV,Ceylon Graphite Corp.,CYL,Mining,,RTO,,NS,Canada
TSXV,Chakana Copper Corp.,PERU,Mining,,RTO,20121221,BC,Canada
TSXV,Champion Bear Resources Ltd.,CBA,Mining,,,,AB,Canada
TSXV,Chatham Rock Phosphate Limited,NZP,Mining,Agriculture,,,New Zealand,Australia/NZ/PNG
TSXV,Cheetah Canyon Resources Corp.,CHTA,Mining,,IPO,20120416,BC,Canada
TSXV,Chesapeake Gold Corp.,CKG,Mining,,,,BC,Canada
TSXV,Chibougamau Independent Mines Inc.,CBG,Mining,,Other,20130125,Quebec,Canada
TSXV,Chilean Metals Inc.,CMX,Mining,,,,BC,Canada
TSXV,Clarmin Explorations Inc.,CX,Mining,,IPO,20180108,BC,Canada
TSXV,Clean Commodities Corp.,CLE,Mining,,Other,20111222,BC,Canada
TSXV,Cleghorn Minerals Ltd.,CZZ,Mining,,QT from NEX,20101116,Quebec,Canada
TSXV,CMC Metals Ltd.,CMB,Mining,,,,BC,Canada
TSXV,Cobalt 27 Capital Corp.,KBLT,Mining,,IPO,20100104,ON,Canada
TSXV,Cobalt Blockchain Inc.,COBC,Mining,,,,ON,Canada
TSXV,Colibri Resource Corporation,CBI,Mining,,Other,20050805,BC,Canada
TSXV,Colonial Coal International Corp.,CAD,Mining,,QT,20100205,BC,Canada
TSXV,Colorado Resources Ltd.,CXO,Mining,,IPO,20101105,BC,Canada
TSXV,Comet Industries Ltd.,CMU,Mining,,,,BC,Canada
TSXV,Commander Resources Ltd.,CMD,Mining,,,,BC,Canada
TSXV,Commerce Resources Corp.,CCE,Mining,,,,BC,Canada
TSXV,Compass Gold Corporation,CVB,Mining,,RTO from NEX,,BC,Canada
TSXV,Comstock Metals Ltd.,CSL,Mining,,QT,20090317,BC,Canada
TSXV,Condor Resources Inc.,CN,Mining,,Other,20060303,BC,Canada
TSXV,Confederation Minerals Ltd.,CFM,Mining,,IPO,20080715,BC,Canada
TSXV,Conquest Resources Limited,CQR,Mining,,,,ON,Canada
TSXV,Consolidated Woodjam Copper Corp.,WCC,Mining,,Other,20111130,BC,Canada
TSXV,Constantine Metal Resources Ltd.,CEM,Mining,,Other,20060804,BC,Canada
TSXV,Contact Gold Corp.,C,Mining,,RTO,,BC,Canada
TSXV,Copper Fox Metals Inc.,CUU,Mining,,QT,,AB,Canada
TSXV,Copper Lake Resources Ltd.,CPL,Mining,,,,BC,Canada
TSXV,Copper North Mining Corp.,COL,Mining,,Other,20111024,BC,Canada
TSXV,Coral Gold Resources Ltd.,CLH,Mining,,,,BC,Canada
TSXV,Cordoba Minerals Corp.,CDB,Mining,,IPO,20101014,ON,Canada
TSXV,Core Gold Inc.,CGLD,Mining,,TSX Comedown,20170427,BC,Canada
TSXV,Cornerstone Capital Resources Inc.,CGP,Mining,,,,NL,Canada
TSXV,Corsa Coal Corp.,CSO,Mining,,RTO,20080417,BC,Canada
TSXV,CR Capital Corp.,CIT,Mining,,,,ON,Canada
TSXV,Cresval Capital Corp.,CRV,Mining,,QT,,BC,Canada
TSXV,Critical Elements Lithium Corporation,CRE,Mining,,Other,20070222,Quebec,Canada
TSXV,CROPS Inc.,COPS,Mining,,,,BC,Canada
TSXV,Crown Mining Corp.,CWM,Mining,,QT,20071109,ON,Canada
TSXV,Crystal Lake Mining Corp.,CLM,Mining,,QT,20100317,BC,Canada
TSXV,Crystal Peak Minerals Inc.,CPM,Mining,Agriculture,Other,20110621,USA,USA
TSXV,Currie Rose Resources Inc.,CUI,Mining,,,,ON,Canada
TSXV,Cypress Development Corp.,CYP,Mining,,,,BC,Canada
TSXV,Dajin Resources Corp.,DJI,Mining,,,,BC,Canada
TSXV,Damara Gold Corp.,DMR,Mining,,,,BC,Canada
TSXV,Decade Resources Ltd.,DEC,Mining,,IPO,20071218,BC,Canada
TSXV,Deep-South Resources Inc.,DSM,Mining,,,,BC,Canada
TSXV,Defense Metals Corp.,DEFN,Mining,,IPO,20180119,BC,Canada
TSXV,Defiance Silver Corp.,DEF,Mining,,QT,20080529,BC,Canada
TSXV,Delta Resources Limited,DLTA,Mining,,,,Quebec,Canada
TSXV,Desert Gold Ventures Inc.,DAU,Mining,,RTO,,BC,Canada
TSXV,Desert Mountain Energy Corp.,DME,Mining,,Other,20081016,BC,Canada
TSXV,Diamcor Mining Inc.,DMI,Mining,,,,BC,Canada
