Exchange,Name,Root Ticker,Sector,SubSector,Listing Type,Date of TSX ListingYYYYMMDD,HQLocation,HQRegion
TSXV,FP Newspapers Inc.,FP,Comm & Media,,TSX Comedown,20161122,BC,Canada
TSXV,Network Media Group Inc.,NTE,Comm & Media,,QT,20101230,BC,Canada
TSXV,QYOU Media Inc.,QYOU,Comm & Media,,RTO from NEX,,ON,Canada
TSXV,Score Media and Gaming Inc.,SCR,Comm & Media,,Other,20121024,ON,Canada
TSXV,Shaw Communications Inc.,SJR,Comm & Media,,,,AB,Canada
TSXV,The Wonderfilm Media Corporation,WNDR,Comm & Media,,QT,20160531,BC,Canada
TSXV,Thunderbird Entertainment Group Inc.,TBRD,Comm & Media,,RTO,,BC,Canada
TSXV,Uniserve Communications Corporation,USS,Comm & Media,,,,BC,Canada
TSXV,Wow Unlimited Media Inc.,WOW,Comm & Media,,TSX Comedown,20130819,BC,Canada
TSXV,ZoomerMedia Limited,ZUM,Comm & Media,,RTO,,ON,Canada
TSXV,Canyon Creek Food Company Ltd.,CYF,Consumer Products & Services,Consumer Staples,,,AB,Canada
TSXV,China Education Resources Inc.,CHN,Consumer Products & Services,Consumer Discretionary,,20041216,China,Asia
TSXV,CUV Ventures Corp.,CUV,Consumer Products & Services,Consumer Discretionary,RTO,,BC,Canada
TSXV,Diamond Estates Wines & Spirits Inc.,DWS,Consumer Products & Services,Consumer Staples,QT,20120307,ON,Canada
TSXV,DLC Holdings Corp.,DLC,Consumer Products & Services,Consumer Staples,QT,20111213,BC,Canada
TSXV,Evergreen Gaming Corporation,TNA,Consumer Products & Services,Consumer Discretionary,RTO,,USA,USA
TSXV,Feronia Inc.,FRN,Consumer Products & Services,Agriculture,Other,20100916,ON,Canada
TSXV,Ginger Beef Corporation,GB,Consumer Products & Services,Consumer Staples,,,AB,Canada
TSXV,GreenSpace Brands Inc.,JTR,Consumer Products & Services,Consumer Staples,QT,20130916,ON,Canada
TSXV,Hill Street Beverage Company Inc.,BEER,Consumer Products & Services,Cannabis,QT,20170322,ON,Canada
TSXV,Hit Technologies Inc.,HIT,Consumer Products & Services,Consumer Discretionary,QT,20130723,BC,Canada
TSXV,Imperial Ginseng Products Ltd.,IGP,Consumer Products & Services,Agriculture,,,BC,Canada
TSXV,Input Capital Corp.,INP,Consumer Products & Services,Agriculture,QT,20120424,SK,Canada
TSXV,International Parkside Products Inc.,IPD,Consumer Products & Services,Consumer Discretionary,,,BC,Canada
TSXV,Iplayco Corporation Ltd.,IPC,Consumer Products & Services,Consumer Discretionary,QT,,BC,Canada
TSXV,Le Chateau Inc.,CTU,Consumer Products & Services,Consumer Discretionary,TSX Comedown,20170728,Quebec,Canada
TSXV,Lingo Media Corporation,LM,Consumer Products & Services,Consumer Discretionary,,,ON,Canada
TSXV,MENE Inc.,MENE,Consumer Products & Services,Consumer Discretionary,RTO from NEX,,ON,Canada
TSXV,Naturally Splendid Enterprises Ltd.,NSP,Consumer Products & Services,Cannabis,QT,20110815,BC,Canada
TSXV,Omni Commerce Corp.,OMNI,Consumer Products & Services,Consumer Discretionary,QT,20060828,BC,Canada
TSXV,Organic Garage Ltd.,OG,Consumer Products & Services,Consumer Staples,Other,20170413,ON,Canada
TSXV,Organto Foods Inc.,OGO,Consumer Products & Services,Agriculture,RTO,20080916,BC,Canada
TSXV,Pool Safe Inc.,POOL,Consumer Products & Services,Consumer Discretionary,QT from NEX,20091221,ON,Canada
TSXV,Rocky Mountain Liquor Inc.,RUM,Consumer Products & Services,Consumer Staples,QT,20080423,AB,Canada
TSXV,RYU Apparel Inc.,RYU,Consumer Products & Services,Consumer Discretionary,Other,20120803,BC,Canada
TSXV,SIQ Mountain Industries Inc.,SIQ,Consumer Products & Services,Consumer Discretionary,QT,20170330,BC,Canada
TSXV,Solution Financial Inc.,SFI,Consumer Products & Services,Consumer Discretionary,QT from NEX,20071206,BC,Canada
TSXV,Spectra Inc.,SSA,Consumer Products & Services,Consumer Discretionary,,,ON,Canada
TSXV,Sportscene Group Inc.,SPS,Consumer Products & Services,Consumer Discretionary,,,Quebec,Canada
TSXV,Spot Coffee (Canada) Ltd.,SPP,Consumer Products & Services,Consumer Discretionary,QT,20080415,ON,Canada
TSXV,Spyder Cannabis Inc.,SPDR,Consumer Products & Services,Cannabis,QT,20141202,ON,Canada
TSXV,Sunora Foods Inc.,SNF,Consumer Products & Services,Agriculture,QT,20110901,AB,Canada
TSXV,Sweet Natural Trading Co. Limited,NTRL,Consumer Products & Services,Consumer Staples,QT,20080917,ON,Canada
TSXV,The Alkaline Water Company Inc.,WTER,Consumer Products & Services,Consumer Staples,Other,20180425,USA,USA
TSXV,Well Health Technologies Corp.,WELL,Consumer Products & Services,Consumer Discretionary,QT,20121213,BC,Canada
TSXV,WestBond Enterprises Corporation,WBE,Consumer Products & Services,Forest Products & Paper,,,BC,Canada
TSXV,Westleaf Inc.,WL,Consumer Products & Services,Cannabis,RTO from NEX,,AB,Canada
TSXV,YSS Corp.,YSS,Consumer Products & Services,Cannabis,COB,20190107,AB,Canada
TSXV,Zoomaway Travel Inc.,ZMA,Consumer Products & Services,Consumer Discretionary,,,BC,Canada
TSXV,49 North Resources Inc.,FNR,Financial Services,,Other,20061228,SK,Canada
TSXV,Auralite Investments Inc.,AAAA,Financial Services,,QT,20171109,BC,Canada
TSXV,Automotive Finco Corp.,AFCC,Financial Services,,COB,20170308,ON,Canada
TSXV,Auxly Cannabis Group Inc.,XLY,Financial Services,,,,ON,Canada
TSXV,Axis Auto Finance Inc.,AXIS,Financial Services,,QT from NEX,20100121,ON,Canada
TSXV,Block One Capital Inc.,BLOK,Financial Services,,QT,20101214,BC,Canada
TSXV,Brookfield Investments Corporation,BRN,Financial Services,,TSX Comedown,20101224,ON,Canada
TSXV,Builders Capital Mortgage Corp.,BCF,Financial Services,,IPO,20131223,AB,Canada
TSXV,Canso Select Opportunities Corporation,CSOC,Financial Services,,Other,20180904,ON,Canada
TSXV,Cliffside Capital Ltd.,CEP,Financial Services,,QT,20140417,ON,Canada
TSXV,COIN Hodl Inc.,COIN,Financial Services,,COB,20180622,ON,Canada
TSXV,Decisive Dividend Corporation,DE,Financial Services,,QT,20130923,BC,Canada
TSXV,Elixxer Ltd.,ELXR,Financial Services,,RTO from NEX,20051124,Quebec,Canada
TSXV,Esstra Industries Inc.,ESS,Financial Services,,,,AB,Canada
TSXV,Findev Inc.,FDI,Financial Services,,COB,20161206,ON,Canada
TSXV,Flow Capital Corp.,FW,Financial Services,,TSX Comedown,20180611,ON,Canada
TSXV,Founders Advantage Capital Corp.,FCF,Financial Services,,,,AB,Canada
TSXV,Fountain Asset Corp.,FA,Financial Services,,,,ON,Canada
TSXV,Galaxy Digital Holdings Ltd.,GLXY,Financial Services,,RTO,20100329,USA,USA
TSXV,Hampton Financial Corporation,HFC,Financial Services,,QT,20150327,ON,Canada
TSXV,Inspira Financial Inc.,LND,Financial Services,,QT,20140328,USA,USA
TSXV,IOU Financial Inc.,IOU,Financial Services,,Other,20140317,Quebec,Canada
TSXV,Itasca Capital Ltd.,ICL,Financial Services,,,,BC,Canada
TSXV,Jaguar Financial Corp.,JFC,Financial Services,,TSX Comedown,20140521,ON,Canada
TSXV,Lions Bay Capital Inc.,LBI,Financial Services,,QT from NEX,20101123,Australia,Australia/NZ/PNG
TSXV,Lorne Park Capital Partners Inc.,LPC,Financial Services,,QT,20120327,ON,Canada
TSXV,Manitex Capital Inc.,MNX,Financial Services,,,,Quebec,Canada
TSXV,Maple Peak Investments Inc.,MAP,Financial Services,,QT,20141001,BC,Canada
TSXV,Midpoint Holdings Ltd.,MPT,Financial Services,,QT,20101207,ON,Canada
TSXV,Mosaic Capital Corporation,M,Financial Services,,Other,20110509,AB,Canada
TSXV,NexgenRX Inc.,NXG,Financial Services,,Other,20060914,ON,Canada
TSXV,Northfield Capital Corporation,NFD,Financial Services,,,,ON,Canada
TSXV,Norvista Capital Corporation,NVV,Financial Services,,RTO,,ON,Canada
TSXV,Partners Value Investments LP,PVF,Financial Services,,TSX Comedown,20101224,ON,Canada
TSXV,Pender Growth Fund Inc.,PTF,Financial Services,,Other,20100823,BC,Canada
TSXV,Planet Ventures Inc.,PXI,Financial Services,,,,BC,Canada
TSXV,Premier Diversified Holdings Inc.,PDH,Financial Services,,Other,20180719,BC,Canada
TSXV,Prosmart Enterprises Inc.,PROS,Financial Services,,Other,20151103,BC,Canada
TSXV,RE Royalties Ltd.,RE,Financial Services,,QT,20180207,BC,Canada
TSXV,RIFCO Inc.,RFC,Financial Services,,QT,,AB,Canada
TSXV,Roadman Investments Corp.,LITT,Financial Services,,QT,20080305,BC,Canada
TSXV,Routemaster Capital Inc.,RM,Financial Services,,COB,20160920,ON,Canada
TSXV,Royalty North Partners Ltd.,RNP,Financial Services,,IPO,20121019,BC,Canada
TSXV,Sonor Investments Ltd.,SNI,Financial Services,,,,ON,Canada
TSXV,Spackman Equities Group Inc.,SQG,Financial Services,,Other,20071011,Hong Kong,Asia
TSXV,Sparta Capital Ltd.,SAY,Financial Services,,,,AB,Canada
TSXV,Strategem Capital Corporation,SGE,Financial Services,,,,BC,Canada
TSXV,Target Capital Inc.,TCI,Financial Services,,Other,20081214,AB,Canada
TSXV,Till Capital Ltd.,TIL,Financial Services,,TSX Comedown,20140424,USA,USA
TSXV,TIMIA Capital Corp.,TCA,Financial Services,,QT,20080424,BC,Canada
TSXV,Torrent Capital Ltd.,TORR,Financial Services,,COB,20170206,NS,Canada
TSXV,Trenchant Capital Corp.,TCC,Financial Services,,COB,20170529,ON,Canada
TSXV,Westaim Corporation (The),WED,Financial Services,,TSX Comedown,20130109,ON,Canada
TSXV,Western Pacific Trust Company,WP,Financial Services,,,,BC,Canada
TSXV,Zimtu Capital Corp.,ZC,Financial Services,,QT,20070131,BC,Canada
TSXV,Appulse Corporation,APL,Industrial Products & Services,,QT,,AB,Canada
TSXV,Atlas Engineered Products Ltd.,AEP,Industrial Products & Services,,RTO from NEX,,BC,Canada
TSXV,Braille Energy Systems Inc.,BES,Industrial Products & Services,,RTO,20120210,ON,Canada
TSXV,Cabo Drilling Corp.,CBE,Industrial Products & Services,,,,BC,Canada
TSXV,Canada Jetlines Ltd.,JET,Industrial Products & Services,,RTO,20140120,BC,Canada
TSXV,Cematrix Corporation,CVX,Industrial Products & Services,,QT,20051104,AB,Canada
TSXV,Circa Enterprises Inc.,CTO,Industrial Products & Services,,TSX Comedown,20090723,AB,Canada
TSXV,Composite Alliance Group Inc.,CAG,Industrial Products & Services,,RTO from NEX,20090219,AB,Canada
TSXV,Cordy Oilfield Services Inc.,CKK,Industrial Products & Services,,,,AB,Canada
TSXV,Crownia Holdings Ltd.,CNH,Industrial Products & Services,,QT,20140523,BC,Canada
TSXV,CWC Energy Services Corp.,CWC,Industrial Products & Services,,RTO,,AB,Canada
TSXV,Cymat Technologies Ltd.,CYM,Industrial Products & Services,,TSX Comedown,20131021,ON,Canada
TSXV,Dalmac Energy Inc.,DAL,Industrial Products & Services,,,,AB,Canada
TSXV,DealNet Capital Corp.,DLS,Industrial Products & Services,,Other,20150728,ON,Canada
TSXV,Divergent Energy Services Corp.,DVG,Industrial Products & Services,,,,AB,Canada
TSXV,Empire Industries Ltd.,EIL,Industrial Products & Services,,QT,20050714,ON,Canada
TSXV,Fab-Form Industries Ltd.,FBF,Industrial Products & Services,,,,BC,Canada
TSXV,FTI Foodtech International Inc.,FTI,Industrial Products & Services,,,,ON,Canada
TSXV,Grande West Transportation Group Inc.,BUS,Industrial Products & Services,,IPO,20131213,BC,Canada
TSXV,Hyduke Energy Services Inc.,HYD,Industrial Products & Services,,TSX Comedown,20190702,AB,Canada
TSXV,IBC Advanced Alloys Corp.,IB,Industrial Products & Services,,RTO,20050712,BC,Canada
TSXV,Imaflex Inc.,IFX,Industrial Products & Services,,,,Quebec,Canada
TSXV,Inventronics Limited,IVX,Industrial Products & Services,,,,AB,Canada
TSXV,KDA Group Inc.,KDA,Industrial Products & Services,,QT from NEX,20090902,Quebec,Canada
TSXV,Minaean SP Construction Corp.,MSP,Industrial Products & Services,,,,BC,Canada
TSXV,Mission Ready Solutions Inc.,MRS,Industrial Products & Services,,QT from NEX,20110321,BC,Canada
TSXV,Noble Iron Inc.,NIR,Industrial Products & Services,,,,ON,Canada
TSXV,Omni-Lite Industries Canada Inc.,OML,Industrial Products & Services,,,19941104,USA,USA
TSXV,ONEnergy Inc.,OEG,Industrial Products & Services,,,,ON,Canada
TSXV,Partner Jet Corp.,PJT,Industrial Products & Services,,,,ON,Canada
TSXV,Pearl River Holdings Limited,PRH,Industrial Products & Services,,,,ON,Canada
TSXV,People Corporation,PEO,Industrial Products & Services,,IPO,20070530,MB,Canada
TSXV,Petroteq Energy Inc.,PQE,Industrial Products & Services,,QT from NEX,20080730,USA,USA
TSXV,Radient Technologies Inc.,RTI,Industrial Products & Services,,QT,20111202,AB,Canada
TSXV,Raise Production Inc.,RPC,Industrial Products & Services,,,20050817,AB,Canada
TSXV,Reco International Group Inc.,RGI,Industrial Products & Services,,,,BC,Canada
TSXV,RediShred Capital Corp.,KUT,Industrial Products & Services,,QT,20070905,ON,Canada
TSXV,Reko International Group Inc.,REKO,Industrial Products & Services,,TSX Comedown,20101209,ON,Canada
TSXV,Specialty Liquid Transportation Corp.,SLT,Industrial Products & Services,,QT,20180312,BC,Canada
TSXV,Stampede Drilling Inc.,SDI,Industrial Products & Services,,QT,20091016,AB,Canada
TSXV,Titan Logix Corp.,TLA,Industrial Products & Services,,,20020702,AB,Canada
TSXV,Titanium Transportation Group Inc.,TTR,Industrial Products & Services,,Other,20150416,ON,Canada
TSXV,Tornado Global Hydrovacs Ltd.,TGH,Industrial Products & Services,,Other,20160708,AB,Canada
TSXV,Vertex Resource Group Ltd.,VTX,Industrial Products & Services,,QT,20150430,AB,Canada
TSXV,Western Investment Company of Canada Limited The,WI,Industrial Products & Services,,QT,20160224,AB,Canada
TSXV,Wolverine Energy and Infrastructure Inc.,WEII,Industrial Products & Services,,COB,20190225,AB,Canada
TSXV,Zedcor Energy Inc.,ZDC,Industrial Products & Services,,QT,,AB,Canada
TSXV,Allied Hotel Properties Inc.,AHP,Real Estate,,,,BC,Canada
TSXV,CHC Student Housing Corp.,CHC,Real Estate,,QT,20131204,ON,Canada
TSXV,Consolidated Firstfund Capital Corp.,FFP,Real Estate,,,,BC,Canada
TSXV,Element Lifestyle Retirement Inc.,ELM,Real Estate,,RTO from NEX,20111223,BC,Canada
TSXV,European Residential Real Estate Investment Trust,ERE,Real Estate,,QT,20161007,ON,Canada
TSXV,Firm Capital American Realty Partners Corp.,FCA,Real Estate,,QT from NEX,20070813,ON,Canada
TSXV,Firm Capital Property Trust,FCD,Real Estate,,QT,20071204,ON,Canada
TSXV,Fronsac Real Estate Investment Trust,FRO,Real Estate,,QT,20070529,Quebec,Canada
TSXV,Gulf & Pacific Equities Corp.,GUF,Real Estate,,,,ON,Canada
TSXV,Halmont Properties Corporation,HMT,Real Estate,,,,ON,Canada
TSXV,Imperial Equities Inc.,IEI,Real Estate,,,,AB,Canada
TSXV,King George Financial Corporation,KGF,Real Estate,,,,BC,Canada
TSXV,Lakeview Hotel Investment Corp.,LHR,Real Estate,,,,MB,Canada
TSXV,Lanesborough Real Estate Investment Trust,LRT,Real Estate,,TSX Comedown,20180601,MB,Canada
TSXV,Maplewood International Real Estate Investment Trust,MWI,Real Estate,,QT,20130411,ON,Canada
TSXV,Mongolia Growth Group Ltd.,YAK,Real Estate,,Other,20130109,ON,Canada
TSXV,Mountain China Resorts (Holding) Limited,MCG,Real Estate,,RTO from NEX,20020905,China,Asia
TSXV,NewNorth Projects Ltd.,NNP,Real Estate,,,,AB,Canada
TSXV,Nexpoint Hospitality Trust,NHT,Real Estate,,IPO,20190403,USA,USA
TSXV,Nexus Real Estate Investment Trust,NXR,Real Estate,,RTO,20121126,ON,Canada
TSXV,Parkit Enterprise Inc.,PKT,Real Estate,,IPO,20091023,BC,Canada
TSXV,Pine Trail Real Estate Investment Trust,PT,Real Estate,,QT,20180420,ON,Canada
TSXV,R&R Real Estate Investment Trust,RRR,Real Estate,,QT,20140212,ON,Canada
TSXV,Regent Pacific Properties Inc.,RPP,Real Estate,,QT,20080717,AB,Canada
TSXV,Starlight U.S. Multi-Family (No. 1) Value-Add Fund,SUVA,Real Estate,,IPO,20170616,ON,Canada
TSXV,StorageVault Canada Inc.,SVI,Real Estate,,QT,20071112,ON,Canada
TSXV,Terra Firma Capital Corporation,TII,Real Estate,,QT,20080104,ON,Canada
TSXV,TitanStar Properties Inc.,TSP,Real Estate,,QT,20081023,BC,Canada
TSXV,Urbanfund Corp.,UFC,Real Estate,,,,ON,Canada
TSXV,ViveRE Communities Inc.,VCOM,Real Estate,,COB,20180912,NS,Canada
TSXV,Allied Hotel Properties Inc.,AHP,Real Estate,Specialized,,,BC,Canada
TSXV,CHC Student Housing Corp.,CHC,Real Estate,Industrial/Office/Retail/Residential,QT,20131204,ON,Canada
TSXV,Consolidated Firstfund Capital Corp.,FFP,Real Estate,Real Estate Operating Companies,,,BC,Canada
TSXV,Element Lifestyle Retirement Inc.,ELM,Real Estate,Specialized,RTO from NEX,20111223,BC,Canada
TSXV,European Residential Real Estate Investment Trust,ERE,Real Estate,Industrial/Office/Retail/Residential,QT,20161007,ON,Canada
TSXV,Firm Capital American Realty Partners Corp.,FCA,Real Estate,Industrial/Office/Retail/Residential,QT from NEX,20070813,ON,Canada
TSXV,Firm Capital Property Trust,FCD,Real Estate,Industrial/Office/Retail/Residential,QT,20071204,ON,Canada
TSXV,Fronsac Real Estate Investment Trust,FRO,Real Estate,Industrial/Office/Retail/Residential,QT,20070529,Quebec,Canada
TSXV,Gulf & Pacific Equities Corp.,GUF,Real Estate,Real Estate Operating Companies,,,ON,Canada
TSXV,Halmont Properties Corporation,HMT,Real Estate,Diversified,,,ON,Canada
TSXV,Imperial Equities Inc.,IEI,Real Estate,Real Estate Operating Companies,,,AB,Canada
TSXV,King George Financial Corporation,KGF,Real Estate,Real Estate Development and Services,,,BC,Canada
TSXV,Lakeview Hotel Investment Corp.,LHR,Real Estate,Specialized,,,MB,Canada
TSXV,Lanesborough Real Estate Investment Trust,LRT,Real Estate,Industrial/Office/Retail/Residential,TSX Comedown,20180601,MB,Canada
TSXV,Maplewood International Real Estate Investment Trust,MWI,Real Estate,Industrial/Office/Retail/Residential,QT,20130411,ON,Canada
TSXV,Mongolia Growth Group Ltd.,YAK,Real Estate,Industrial/Office/Retail/Residential,Other,20130109,ON,Canada
TSXV,Mountain China Resorts (Holding) Limited,MCG,Real Estate,Real Estate Operating Companies,RTO from NEX,20020905,China,Asia
TSXV,NewNorth Projects Ltd.,NNP,Real Estate,Real Estate Development and Services,,,AB,Canada
TSXV,Nexpoint Hospitality Trust,NHT,Real Estate,Specialized,IPO,20190403,USA,USA
TSXV,Nexus Real Estate Investment Trust,NXR,Real Estate,Industrial/Office/Retail/Residential,RTO,20121126,ON,Canada
TSXV,Parkit Enterprise Inc.,PKT,Real Estate,Specialized,IPO,20091023,BC,Canada
TSXV,Pine Trail Real Estate Investment Trust,PT,Real Estate,Industrial/Office/Retail/Residential,QT,20180420,ON,Canada
TSXV,R&R Real Estate Investment Trust,RRR,Real Estate,Industrial/Office/Retail/Residential,QT,20140212,ON,Canada
TSXV,Regent Pacific Properties Inc.,RPP,Real Estate,Real Estate Development and Services,QT,20080717,AB,Canada
TSXV,Starlight U.S. Multi-Family (No. 1) Value-Add Fund,SUVA,Real Estate,Industrial/Office/Retail/Residential,IPO,20170616,ON,Canada
TSXV,StorageVault Canada Inc.,SVI,Real Estate,Real Estate Operating Companies,QT,20071112,ON,Canada
TSXV,Terra Firma Capital Corporation,TII,Real Estate,Real Estate Development and Services,QT,20080104,ON,Canada
TSXV,TitanStar Properties Inc.,TSP,Real Estate,Real Estate Operating Companies,QT,20081023,BC,Canada
TSXV,Urbanfund Corp.,UFC,Real Estate,Real Estate Operating Companies,,,ON,Canada
TSXV,ViveRE Communities Inc.,VCOM,Real Estate,Industrial/Office/Retail/Residential,COB,20180912,NS,Canada
TSXV,01 Communique Laboratory Inc.,ONE,Technology,Software,TSX Comedown,20140731,ON,Canada
TSXV,Acceleware Ltd.,AXE,Technology,Software,QT,20050406,AB,Canada
TSXV,Ackroo Inc.,AKR,Technology,Internet Software & Services,RTO,,ON,Canada
TSXV,Adcore Inc.,ADCO,Technology,Internet Software & Services,QT,20181026,Israel,Other
TSXV,Advent-AWI Holdings Inc.,AWI,Technology,Communication Technology,,,BC,Canada
TSXV,AirIQ Inc.,IQ,Technology,Software,TSX Comedown,20090909,ON,Canada
TSXV,Alphinat Inc.,NPA,Technology,Internet Software & Services,QT,,Quebec,Canada
TSXV,AnalytixInsight Inc.,ALY,Technology,Software,,,BC,Canada
TSXV,ARHT Media Inc.,ART,Technology,Software,RTO,,ON,Canada
TSXV,Armada Data Corporation,ARD,Technology,IT Consulting & Services,,,ON,Canada
TSXV,Astron Connect Inc.,AST,Technology,Internet Software & Services,QT,20171003,BC,Canada
TSXV,ATW Tech Inc.,ATW,Technology,Software,RTO,20080320,Quebec,Canada
TSXV,Avante Logixx Inc.,XX,Technology,Hardware & Equipment,QT,20070112,ON,Canada
TSXV,Axion Ventures Inc.,AXV,Technology,Software,QT from NEX,20111202,China,Asia
TSXV,Backstageplay Inc.,BP,Technology,Internet Software & Services,Other,20050617,BC,Canada
TSXV,betterU Education Corp.,BTRU,Technology,Internet Software & Services,COB,20170308,ON,Canada
TSXV,BeWhere Holdings Inc.,BEW,Technology,Software,RTO from NEX,,ON,Canada
TSXV,Bitfarms Ltd.,BITF,Technology,Blockchain/Cryptocurrency,Other,20190716,Quebec,Canada
TSXV,Blackline Safety Corp.,BLN,Technology,Hardware & Equipment,QT,20070709,AB,Canada
TSXV,BlockchainK2 Corp.,BITK,Technology,Blockchain/Cryptocurrency,COB,20180530,BC,Canada
TSXV,BlockMint Technologies Inc.,BKMT,Technology,Blockchain/Cryptocurrency,RTO from NEX,,USA,USA
TSXV,Bluedrop Performance Learning Inc.,BPLI,Technology,Internet Software & Services,RTO,,NL,Canada
TSXV,BlueRush Inc.,BTV,Technology,Software,QT,20050117,ON,Canada
TSXV,Boardwalktech Software Corp.,BWLK,Technology,Blockchain/Cryptocurrency,Other,20180611,USA,USA
TSXV,Bragg Gaming Group Inc.,BRAG,Technology,Internet Software & Services,QT,20050318,ON,Canada
TSXV,C-Com Satellite Systems Inc.,CMI,Technology,Communication Technology,,,ON,Canada
TSXV,Clarocity Corporation,CLY,Technology,Software,Other,20120625,AB,Canada
TSXV,Contagious Gaming Inc.,CNS,Technology,Software,RTO,,ON,Canada
TSXV,Converge Technology Solutions Corp.,CTS,Technology,IT Consulting & Services,QT,20180430,BC,Canada
TSXV,Cryptostar Corp.,CSTR,Technology,Blockchain/Cryptocurrency,QT,20170519,ON,Canada
TSXV,CubicFarm Systems Corp.,CUB,Technology,Agriculture,Other,20190729,BC,Canada
TSXV,CurrencyWorks Inc.,CWRK,Technology,Blockchain/Cryptocurrency,Other,20181204,USA,USA
TSXV,Darelle Online Solutions Inc.,DAR,Technology,Internet Software & Services,QT,20060728,BC,Canada
TSXV,Datable Technology Corporation,DAC,Technology,Software,QT,20121026,BC,Canada
TSXV,Datametrex AI Limited,DM,Technology,Hardware & Equipment,QT from NEX,20111213,ON,Canada
TSXV,DeepMarkit Corp.,MKT,Technology,Internet Software & Services,QT,20080620,AB,Canada
TSXV,Delphx Capital Markets Inc.,DELX,Technology,Blockchain/Cryptocurrency,QT,20171024,ON,Canada
TSXV,Destiny Media Technologies Inc.,DSY,Technology,Internet Software & Services,Other,20101012,BC,Canada
TSXV,Diagnos Inc.,ADK,Technology,IT Consulting & Services,,,Quebec,Canada
TSXV,DMG Blockchain Solutions Inc.,DMGI,Technology,Blockchain/Cryptocurrency,QT,20120927,BC,Canada
TSXV,Drone Delivery Canada Corp.,FLT,Technology,Hardware & Equipment,Other,20171227,ON,Canada
TSXV,DXStorm.com Inc.,DXX,Technology,Internet Software & Services,,,ON,Canada
TSXV,Edgewater Wireless Systems Inc.,YFI,Technology,Communication Technology,RTO from NEX,,ON,Canada
TSXV,Eight Solutions Inc.,ES,Technology,Software,Other,20150901,BC,Canada
TSXV,Ellipsiz Communications Ltd.,ECT,Technology,Communication Technology,RTO from NEX,20050223,Taiwan,Asia
TSXV,Enablence Technologies Inc.,ENA,Technology,Hardware & Equipment,RTO,,ON,Canada
TSXV,Engagement Labs Inc.,EL,Technology,Internet Software & Services,QT,20080725,Quebec,Canada
TSXV,Enthusiast Gaming Holdings Inc.,EGLX,Technology,Software,QT,20181212,ON,Canada
TSXV,EQ Inc.,EQ,Technology,Internet Software & Services,TSX Comedown,20150331,ON,Canada
TSXV,eQube Gaming Limited,EQG,Technology,Software,QT,20120629,AB,Canada
TSXV,Facedrive Inc.,FD,Technology,Internet Software & Services,QT,20180530,ON,Canada
TSXV,Fanlogic Interactive Inc.,FLGC,Technology,Software,RTO,20120323,AB,Canada
TSXV,Fintech Select Ltd.,FTEC,Technology,Software,QT,,ON,Canada
TSXV,First Global Data Limited,FGD,Technology,Internet Software & Services,QT,20110929,ON,Canada
TSXV,FluroTech Ltd.,TEST,Technology,Cannabis,QT from NEX,20110322,AB,Canada
TSXV,FLYHT Aerospace Solutions Ltd.,FLY,Technology,Communication Technology,,,AB,Canada
TSXV,Fortress Technologies Inc.,FORT,Technology,Blockchain/Cryptocurrency,QT from NEX,20111228,ON,Canada
TSXV,Frankly Inc.,TLK,Technology,Internet Software & Services,QT,20131017,USA,USA
TSXV,Freckle Ltd.,FRKL,Technology,Software,RTO from NEX,,ON,Canada
TSXV,Gatekeeper Systems Inc.,GSI,Technology,Hardware & Equipment,QT,20110107,BC,Canada
TSXV,GINSMS Inc.,GOK,Technology,Communication Technology,IPO,20091218,Hong Kong,Asia
TSXV,Global Daily Fantasy Sports Inc.,DFS,Technology,Internet Software & Services,COB,20160711,BC,Canada
TSXV,Globalive Technology Inc.,LIVE,Technology,Blockchain/Cryptocurrency,QT from NEX,20121228,ON,Canada
TSXV,Goldspot Discoveries Corp.,SPOT,Technology,Mining Services,QT,20170824,ON,Canada
TSXV,Golo Mobile Inc.,GOLO,Technology,Internet Software & Services,QT,20170321,Quebec,Canada
TSXV,Good Life Networks Inc.,GOOD,Technology,Communication Technology,QT,20130507,BC,Canada
TSXV,Graphene 3D Lab Inc.,GGG,Technology,Hardware & Equipment,RTO,20120206,USA,USA
TSXV,HashChain Technology Inc.,KASH,Technology,Blockchain/Cryptocurrency,Other,20171218,BC,Canada
TSXV,Helix Applications Inc.,HELX,Technology,Software,COB,20181030,AB,Canada
TSXV,HIVE Blockchain Technologies Ltd.,HIVE,Technology,Blockchain/Cryptocurrency,RTO from NEX,,BC,Canada
TSXV,H-Source Holdings Ltd.,HSI,Technology,Internet Software & Services,Other,20160725,USA,USA
TSXV,Hut 8 Mining Corp.,HUT,Technology,Blockchain/Cryptocurrency,QT from NEX,20121004,ON,Canada
TSXV,Identillect Technologies Corp.,ID,Technology,Internet Software & Services,RTO from NEX,,USA,USA
TSXV,iLOOKABOUT Corp.,ILA,Technology,Software,QT,20070917,ON,Canada
TSXV,IMEX Systems Inc.,IMEX,Technology,IT Consulting & Services,Other,20160614,ON,Canada
TSXV,iMining Blockchain and Cryptocurrency Inc.,IMIN,Technology,Blockchain/Cryptocurrency,COB,20180420,BC,Canada
TSXV,Interbit Ltd.,IBIT,Technology,Blockchain/Cryptocurrency,QT from NEX,20111229,ON,Canada
TSXV,Interlapse Technologies Corp.,INLA,Technology,Software,COB,20190530,BC,Canada
TSXV,Internet of Things Inc.,ITT,Technology,IT Consulting & Services,,,ON,Canada
